tim_1;tim_2;kondisi_team1_player1;kondisi_team1_player2;kondisi_team2_player1;kondisi_team2_player2;skor
Arya/Moel;Angga/Wirawan;Recovery;Sick;Sick;Recovery;'1-2
Angga/Wirawan;David/Eka;Fit;Fit;Sick;Injured;'2-0
Wawo/Dennis;Arya/Wirawan;Recovery;Fit;Fit;Fit;'2-0
Arya/Dennis;Angga/Eka;Recovery;Fit;Sick;Recovery;'0-2
Dennis/Arya;Eka/David;Sick;Sick;Recovery;Sick;'2-1
Arya/Wirawan;Moel/Dennis;Recovery;Fit;Injured;Fit;'0-2
Angga/David;Wirawan/Arya;Injured;Sick;Injured;Injured;'1-2
Wawo/Eka;Dennis/David;Recovery;Injured;Sick;Fit;'1-2
David/Wawo;Dennis/Wirawan;Fit;Sick;Recovery;Fit;'1-2
Eka/David;Dennis/Arya;Injured;Injured;Injured;Recovery;'2-0
Angga/Wawo;Moel/Eka;Recovery;Sick;Injured;Sick;'2-1
Angga/David;Eka/Moel;Sick;Sick;Sick;Recovery;'2-0
Dennis/Moel;Angga/Arya;Recovery;Injured;Recovery;Fit;'0-2
Arya/Angga;Moel/Dennis;Recovery;Sick;Sick;Sick;'0-2
Eka/Angga;David/Moel;Fit;Recovery;Recovery;Fit;'1-2
Wawo/Wirawan;Eka/Dennis;Injured;Injured;Sick;Sick;'2-1
Angga/Dennis;Arya/Eka;Fit;Injured;Injured;Injured;'2-0
Dennis/Wirawan;Eka/Arya;Sick;Injured;Injured;Injured;'1-2
Dennis/Wawo;David/Angga;Recovery;Recovery;Injured;Injured;'2-1
Angga/Wirawan;Arya/Moel;Fit;Fit;Sick;Recovery;'0-2
Dennis/Arya;Wirawan/Eka;Fit;Recovery;Injured;Sick;'1-2
Angga/Arya;Moel/Wirawan;Fit;Fit;Injured;Sick;'2-0
Angga/Eka;Wawo/David;Recovery;Fit;Injured;Sick;'2-1
Moel/Arya;Dennis/Eka;Fit;Injured;Recovery;Injured;'0-2
Eka/Arya;Wawo/Dennis;Sick;Injured;Sick;Recovery;'1-2
Moel/Arya;Wawo/Wirawan;Recovery;Sick;Injured;Injured;'2-1
Eka/Moel;Dennis/Wirawan;Injured;Injured;Injured;Fit;'2-1
Arya/Wawo;Moel/Wirawan;Injured;Sick;Recovery;Fit;'1-2
Moel/Dennis;Arya/Wawo;Sick;Recovery;Injured;Sick;'1-2
Wirawan/Wawo;Moel/Arya;Recovery;Injured;Fit;Sick;'2-1
Moel/Arya;Wirawan/David;Fit;Sick;Fit;Injured;'0-2
Wawo/Eka;Dennis/Angga;Recovery;Injured;Recovery;Sick;'1-2
Arya/Moel;Eka/Wawo;Sick;Sick;Recovery;Injured;'1-2
Angga/Wawo;Arya/David;Injured;Recovery;Injured;Injured;'2-1
David/Moel;Arya/Eka;Sick;Recovery;Sick;Recovery;'2-0
Moel/Wirawan;Wawo/Eka;Recovery;Recovery;Recovery;Sick;'1-2
Wawo/Wirawan;Dennis/David;Recovery;Recovery;Recovery;Fit;'0-2
Wawo/Eka;Dennis/David;Injured;Fit;Fit;Injured;'0-2
Angga/Dennis;Moel/Arya;Recovery;Sick;Injured;Recovery;'1-2
Eka/Wawo;Wirawan/Arya;Sick;Injured;Injured;Injured;'1-2
Angga/Arya;David/Moel;Fit;Injured;Injured;Injured;'2-1
Arya/Wawo;Dennis/Moel;Injured;Sick;Fit;Injured;'1-2
Dennis/David;Wirawan/Moel;Sick;Fit;Sick;Fit;'1-2
Wirawan/Angga;Moel/Eka;Fit;Recovery;Sick;Recovery;'1-2
Moel/Wawo;Eka/David;Recovery;Sick;Sick;Sick;'1-2
Wirawan/Arya;Eka/Angga;Fit;Sick;Recovery;Fit;'2-0
Eka/Angga;Wirawan/Wawo;Recovery;Sick;Injured;Injured;'0-2
Wirawan/Dennis;Eka/Moel;Recovery;Fit;Fit;Fit;'1-2
Angga/Arya;Moel/Dennis;Recovery;Sick;Fit;Injured;'2-0
Moel/Angga;Dennis/Wawo;Injured;Fit;Fit;Recovery;'0-2
Wawo/Arya;Wirawan/Eka;Sick;Recovery;Sick;Sick;'1-2
David/Moel;Angga/Arya;Recovery;Recovery;Sick;Injured;'1-2
Dennis/Moel;Eka/David;Injured;Sick;Recovery;Fit;'2-1
Moel/Eka;Dennis/Wawo;Fit;Fit;Fit;Recovery;'1-2
Dennis/Arya;Moel/Wawo;Fit;Fit;Injured;Sick;'2-1
Eka/Wawo;David/Dennis;Recovery;Recovery;Fit;Recovery;'1-2
Angga/Wawo;Arya/David;Fit;Sick;Sick;Sick;'2-0
Eka/Moel;David/Arya;Sick;Fit;Sick;Recovery;'1-2
Wawo/Wirawan;Moel/David;Fit;Injured;Injured;Sick;'0-2
Angga/Wirawan;David/Arya;Injured;Injured;Fit;Fit;'2-1
Angga/Wawo;Dennis/Arya;Sick;Injured;Sick;Injured;'2-1
Wirawan/Eka;David/Angga;Injured;Recovery;Recovery;Recovery;'2-1
Wirawan/Moel;Eka/Dennis;Sick;Recovery;Sick;Injured;'0-2
Angga/Wawo;Moel/Arya;Sick;Injured;Recovery;Injured;'1-2
Moel/David;Eka/Arya;Fit;Injured;Fit;Recovery;'1-2
Wawo/Wirawan;Angga/Dennis;Fit;Fit;Recovery;Sick;'0-2
Arya/Angga;Eka/Wawo;Fit;Injured;Sick;Recovery;'1-2
Angga/Arya;Moel/David;Fit;Injured;Injured;Recovery;'2-1
Wirawan/David;Moel/Angga;Fit;Sick;Injured;Fit;'0-2
Arya/Wawo;Moel/Wirawan;Injured;Injured;Injured;Sick;'1-2
Angga/Wawo;Eka/Arya;Fit;Sick;Sick;Recovery;'2-1
Eka/David;Arya/Moel;Recovery;Injured;Recovery;Recovery;'1-2
Eka/Arya;David/Moel;Recovery;Injured;Recovery;Recovery;'2-0
Dennis/Angga;Moel/Arya;Sick;Injured;Injured;Fit;'0-2
Moel/Dennis;David/Wawo;Fit;Recovery;Sick;Fit;'1-2
Moel/Wawo;Eka/David;Injured;Sick;Injured;Recovery;'2-0
David/Wirawan;Wawo/Moel;Fit;Recovery;Injured;Sick;'2-0
Eka/Arya;David/Wawo;Recovery;Recovery;Injured;Recovery;'2-0
Wawo/Eka;Wirawan/Moel;Fit;Recovery;Sick;Fit;'2-1
Eka/Wawo;David/Dennis;Recovery;Recovery;Injured;Injured;'1-2
Dennis/Eka;David/Wawo;Sick;Injured;Fit;Sick;'1-2
Angga/Wirawan;Dennis/Eka;Fit;Sick;Injured;Fit;'2-1
Angga/David;Arya/Moel;Sick;Recovery;Recovery;Fit;'2-1
Angga/David;Dennis/Wirawan;Recovery;Fit;Recovery;Sick;'1-2
Angga/Dennis;Wawo/Moel;Sick;Injured;Sick;Sick;'2-0
David/Wirawan;Angga/Dennis;Sick;Injured;Injured;Fit;'2-1
Dennis/Moel;Arya/David;Recovery;Recovery;Recovery;Sick;'2-0
Moel/Eka;Wirawan/Dennis;Sick;Injured;Fit;Injured;'0-2
Wirawan/Arya;Dennis/Eka;Fit;Injured;Recovery;Recovery;'1-2
Wawo/David;Moel/Angga;Injured;Fit;Sick;Injured;'1-2
Wawo/Dennis;Eka/David;Sick;Fit;Recovery;Fit;'0-2
Dennis/Arya;Wirawan/Eka;Recovery;Recovery;Fit;Fit;'1-2
Wawo/Angga;Eka/Dennis;Injured;Recovery;Recovery;Sick;'0-2
David/Dennis;Wawo/Eka;Sick;Injured;Recovery;Fit;'1-2
Eka/Dennis;David/Angga;Injured;Sick;Sick;Fit;'1-2
Wirawan/Moel;Angga/Eka;Fit;Injured;Sick;Sick;'0-2
Arya/David;Wirawan/Angga;Sick;Injured;Recovery;Recovery;'2-0
Dennis/Arya;Wawo/Moel;Recovery;Recovery;Fit;Injured;'1-2
Arya/Wawo;Dennis/Wirawan;Fit;Fit;Injured;Injured;'1-2
Arya/Wirawan;Moel/David;Sick;Sick;Fit;Recovery;'0-2
Wawo/Arya;Dennis/Angga;Sick;Injured;Sick;Recovery;'0-2
Dennis/Eka;Wawo/Angga;Injured;Injured;Injured;Fit;'2-0
Moel/Wirawan;Arya/David;Fit;Recovery;Sick;Recovery;'0-2
Angga/Wirawan;David/Moel;Fit;Injured;Injured;Fit;'1-2
Wawo/Wirawan;Moel/David;Recovery;Sick;Recovery;Injured;'2-0
Dennis/David;Angga/Moel;Fit;Sick;Sick;Injured;'0-2
Wirawan/David;Arya/Dennis;Sick;Fit;Sick;Injured;'2-0
Wirawan/Angga;Dennis/Eka;Injured;Recovery;Recovery;Sick;'2-0
David/Arya;Angga/Wirawan;Sick;Sick;Recovery;Sick;'2-1
Moel/Wawo;Dennis/Arya;Sick;Injured;Sick;Sick;'0-2
Moel/Arya;David/Angga;Injured;Sick;Fit;Injured;'1-2
Wawo/Moel;Eka/Dennis;Fit;Sick;Sick;Injured;'1-2
David/Arya;Wirawan/Eka;Fit;Recovery;Injured;Fit;'2-0
Arya/David;Wirawan/Angga;Sick;Fit;Injured;Sick;'0-2
David/Eka;Dennis/Wawo;Recovery;Sick;Sick;Recovery;'1-2
Wirawan/Eka;Dennis/David;Recovery;Recovery;Fit;Recovery;'2-1
Dennis/Eka;David/Moel;Sick;Sick;Fit;Injured;'0-2
Moel/Eka;Wawo/Dennis;Sick;Fit;Recovery;Sick;'0-2
David/Angga;Eka/Dennis;Injured;Recovery;Recovery;Sick;'0-2
Moel/Angga;David/Eka;Recovery;Recovery;Injured;Recovery;'2-1
Arya/Wirawan;David/Dennis;Fit;Fit;Fit;Fit;'2-0
Angga/Moel;Dennis/Arya;Recovery;Fit;Recovery;Recovery;'0-2
Dennis/Wirawan;Angga/Wawo;Sick;Sick;Sick;Injured;'1-2
Moel/Wawo;Angga/Wirawan;Recovery;Recovery;Fit;Recovery;'0-2
Dennis/Wirawan;David/Moel;Recovery;Fit;Injured;Injured;'2-1
Wawo/Angga;Eka/Wirawan;Fit;Sick;Sick;Fit;'1-2
Dennis/Eka;Moel/Angga;Injured;Sick;Sick;Fit;'1-2
Angga/Eka;Arya/David;Injured;Recovery;Recovery;Injured;'1-2
Arya/Wawo;Angga/Eka;Sick;Fit;Injured;Injured;'1-2
Moel/Wirawan;Angga/Wawo;Injured;Fit;Sick;Recovery;'0-2
Wawo/Moel;Arya/Wirawan;Recovery;Recovery;Injured;Sick;'1-2
Wirawan/Dennis;Eka/Angga;Recovery;Fit;Injured;Sick;'1-2
Eka/Dennis;Angga/David;Sick;Recovery;Fit;Fit;'2-1
Arya/Moel;Wawo/Angga;Fit;Injured;Injured;Recovery;'2-0
Eka/Dennis;Arya/Angga;Fit;Recovery;Sick;Injured;'2-1
Dennis/Moel;Eka/Arya;Recovery;Sick;Sick;Sick;'1-2
Wirawan/Dennis;Eka/Arya;Injured;Injured;Injured;Fit;'2-0
Moel/Wirawan;Angga/Wawo;Fit;Injured;Fit;Injured;'1-2
Moel/Wirawan;Wawo/David;Fit;Recovery;Sick;Injured;'2-0
Moel/Eka;Wirawan/Dennis;Injured;Sick;Injured;Injured;'1-2
Wawo/Dennis;David/Moel;Injured;Injured;Sick;Recovery;'1-2
Angga/Eka;Wawo/Moel;Recovery;Fit;Fit;Recovery;'2-0
Eka/David;Angga/Arya;Sick;Recovery;Recovery;Injured;'2-1
Arya/Moel;Eka/Wawo;Recovery;Recovery;Recovery;Sick;'2-1
David/Dennis;Moel/Eka;Fit;Sick;Fit;Injured;'0-2
Angga/Eka;David/Wirawan;Recovery;Injured;Injured;Fit;'2-1
Angga/David;Wawo/Eka;Sick;Injured;Injured;Fit;'0-2
Wirawan/Dennis;David/Moel;Injured;Sick;Recovery;Fit;'2-0
Eka/Arya;Angga/Wirawan;Sick;Recovery;Injured;Recovery;'1-2
Angga/David;Eka/Moel;Fit;Recovery;Fit;Sick;'0-2
Dennis/Moel;Wawo/Eka;Recovery;Sick;Sick;Sick;'2-0
Wawo/Moel;Angga/Eka;Injured;Recovery;Sick;Sick;'1-2
Eka/David;Wawo/Dennis;Sick;Fit;Sick;Sick;'2-0
Angga/Moel;David/Arya;Injured;Recovery;Sick;Recovery;'0-2
Wirawan/Dennis;David/Angga;Sick;Injured;Sick;Injured;'2-1
Wawo/Moel;Wirawan/Eka;Sick;Fit;Injured;Sick;'0-2
Dennis/Angga;Wawo/Wirawan;Recovery;Sick;Injured;Fit;'1-2
David/Arya;Eka/Moel;Sick;Injured;Injured;Sick;'2-0
Eka/Moel;Wawo/Angga;Sick;Sick;Recovery;Sick;'2-1
Moel/David;Wawo/Eka;Recovery;Sick;Injured;Injured;'0-2
Moel/David;Dennis/Angga;Injured;Fit;Sick;Sick;'1-2
Wawo/Eka;David/Angga;Recovery;Sick;Fit;Recovery;'0-2
Moel/Eka;Wirawan/David;Recovery;Fit;Sick;Sick;'1-2
Arya/Eka;David/Dennis;Injured;Fit;Recovery;Recovery;'2-0
Wirawan/Arya;Angga/Eka;Fit;Injured;Fit;Injured;'1-2
Dennis/Eka;Wawo/Wirawan;Sick;Sick;Injured;Recovery;'2-1
Arya/Moel;Angga/Dennis;Injured;Injured;Sick;Injured;'2-1
Dennis/Wirawan;Arya/Wawo;Fit;Sick;Fit;Recovery;'0-2
Arya/Wirawan;Dennis/Angga;Sick;Injured;Injured;Injured;'2-1
Moel/Eka;Wirawan/Dennis;Recovery;Fit;Sick;Sick;'2-1
Wirawan/David;Eka/Arya;Fit;Injured;Fit;Fit;'2-1
David/Wawo;Eka/Wirawan;Injured;Sick;Injured;Injured;'2-1
David/Wawo;Wirawan/Dennis;Fit;Recovery;Injured;Recovery;'2-0
Eka/Moel;David/Angga;Sick;Injured;Recovery;Fit;'0-2
David/Moel;Angga/Wirawan;Sick;Fit;Sick;Injured;'1-2
Wirawan/Eka;Dennis/David;Fit;Recovery;Injured;Injured;'0-2
Moel/Wirawan;David/Wawo;Fit;Injured;Fit;Sick;'1-2
Wawo/Eka;Arya/Moel;Recovery;Fit;Fit;Recovery;'1-2
Angga/Arya;Wawo/Moel;Fit;Sick;Fit;Recovery;'0-2
Eka/Arya;Wawo/Wirawan;Recovery;Sick;Fit;Sick;'0-2
Wirawan/Angga;Dennis/Wawo;Injured;Fit;Sick;Injured;'0-2
Wirawan/Eka;Angga/Moel;Sick;Sick;Sick;Sick;'0-2
Moel/Arya;Angga/Wawo;Recovery;Recovery;Injured;Sick;'0-2
Moel/Dennis;Wawo/Arya;Injured;Recovery;Fit;Recovery;'0-2
Arya/Wawo;Eka/Dennis;Fit;Injured;Recovery;Fit;'2-1
Wirawan/Wawo;Eka/Dennis;Injured;Sick;Fit;Fit;'1-2
Wawo/Moel;Dennis/Angga;Sick;Injured;Fit;Injured;'1-2
Eka/Wirawan;Arya/Dennis;Injured;Injured;Injured;Sick;'2-0
Moel/Wawo;Dennis/Wirawan;Fit;Fit;Recovery;Sick;'1-2
Dennis/Wawo;Eka/David;Fit;Fit;Recovery;Sick;'0-2
Wirawan/Angga;Arya/Wawo;Fit;Recovery;Recovery;Sick;'1-2
Moel/Angga;Wirawan/Wawo;Recovery;Sick;Recovery;Sick;'0-2
Wawo/Arya;Wirawan/Angga;Injured;Recovery;Injured;Recovery;'0-2
Angga/Wawo;Dennis/David;Injured;Recovery;Recovery;Sick;'2-1
Angga/Dennis;Wawo/Eka;Fit;Injured;Sick;Recovery;'2-0
Moel/Eka;Wawo/Dennis;Fit;Sick;Recovery;Fit;'2-0
Wirawan/Moel;Arya/Angga;Fit;Injured;Fit;Sick;'0-2
Angga/Arya;Wawo/Dennis;Sick;Injured;Injured;Recovery;'0-2
Moel/Wirawan;Wawo/Arya;Injured;Injured;Fit;Recovery;'1-2
Wirawan/Eka;Arya/Dennis;Fit;Sick;Injured;Injured;'2-0
Eka/Moel;David/Arya;Fit;Recovery;Injured;Recovery;'2-0
David/Arya;Dennis/Moel;Sick;Fit;Injured;Fit;'2-1
Arya/Eka;Dennis/Wawo;Fit;Recovery;Recovery;Fit;'1-2
David/Wirawan;Angga/Dennis;Sick;Recovery;Sick;Recovery;'2-1
David/Wawo;Wirawan/Angga;Sick;Recovery;Injured;Recovery;'1-2
Wirawan/Moel;Dennis/David;Sick;Injured;Fit;Fit;'0-2
Dennis/Angga;Arya/Wirawan;Sick;Injured;Recovery;Fit;'1-2
Eka/Wawo;Arya/David;Fit;Recovery;Recovery;Sick;'2-1
Eka/Moel;David/Wawo;Injured;Injured;Fit;Sick;'2-1
Wirawan/Dennis;David/Arya;Fit;Sick;Sick;Fit;'0-2
Eka/Angga;David/Moel;Injured;Injured;Sick;Injured;'1-2
Wirawan/David;Dennis/Wawo;Injured;Injured;Fit;Injured;'2-1
David/Wirawan;Wawo/Angga;Fit;Injured;Recovery;Injured;'0-2
Wirawan/Wawo;Angga/Moel;Fit;Injured;Sick;Recovery;'2-0
Eka/David;Angga/Moel;Sick;Recovery;Sick;Injured;'0-2
Moel/Dennis;Angga/Wawo;Sick;Recovery;Sick;Recovery;'2-0
Moel/Wawo;Dennis/David;Injured;Fit;Injured;Recovery;'2-1
Dennis/Arya;David/Eka;Fit;Sick;Sick;Injured;'2-0
Wirawan/Arya;David/Dennis;Sick;Recovery;Injured;Fit;'2-1
Eka/Angga;Wirawan/Arya;Fit;Injured;Fit;Fit;'2-1
Dennis/Eka;Wirawan/Arya;Sick;Sick;Fit;Recovery;'1-2
Moel/Angga;David/Arya;Injured;Sick;Injured;Sick;'2-0
Wirawan/Angga;Eka/Moel;Fit;Sick;Fit;Sick;'1-2
Moel/Arya;Angga/Eka;Recovery;Recovery;Sick;Injured;'1-2
Wawo/Moel;Arya/Angga;Recovery;Recovery;Sick;Sick;'2-0
Angga/Wirawan;David/Dennis;Sick;Sick;Recovery;Sick;'2-1
Arya/Dennis;David/Wirawan;Sick;Fit;Injured;Recovery;'0-2
Arya/Moel;David/Dennis;Injured;Injured;Injured;Fit;'1-2
Eka/Angga;Arya/David;Injured;Injured;Fit;Fit;'1-2
Eka/Wawo;Arya/Wirawan;Fit;Recovery;Fit;Fit;'0-2
Wirawan/David;Dennis/Wawo;Recovery;Injured;Recovery;Sick;'2-0
David/Arya;Eka/Wawo;Sick;Injured;Sick;Fit;'0-2
Wirawan/David;Wawo/Eka;Sick;Sick;Sick;Sick;'2-0
Wirawan/Moel;Wawo/Arya;Sick;Injured;Injured;Fit;'2-0
Arya/David;Dennis/Moel;Recovery;Sick;Fit;Fit;'0-2
Eka/Wawo;David/Arya;Injured;Sick;Recovery;Injured;'2-1
Wawo/Dennis;David/Moel;Sick;Fit;Recovery;Sick;'0-2
Eka/Arya;David/Wirawan;Fit;Sick;Injured;Sick;'2-1
Wirawan/David;Angga/Moel;Sick;Sick;Sick;Fit;'2-0
Moel/David;Dennis/Angga;Fit;Sick;Recovery;Recovery;'1-2
Angga/Moel;Wawo/Dennis;Sick;Sick;Sick;Injured;'2-1
Arya/Angga;Wirawan/Eka;Fit;Sick;Injured;Sick;'1-2
Wawo/Eka;David/Moel;Fit;Fit;Injured;Recovery;'2-1
Eka/Dennis;Arya/Angga;Recovery;Fit;Injured;Recovery;'2-0
David/Angga;Eka/Arya;Recovery;Recovery;Fit;Sick;'2-1
Eka/Angga;Arya/Wirawan;Fit;Recovery;Recovery;Injured;'0-2
David/Dennis;Wirawan/Arya;Fit;Fit;Recovery;Recovery;'1-2
Wawo/Arya;Wirawan/Eka;Fit;Sick;Sick;Injured;'2-1
David/Wawo;Arya/Moel;Fit;Fit;Sick;Injured;'1-2
David/Wirawan;Angga/Eka;Recovery;Sick;Recovery;Sick;'2-1
Wirawan/Wawo;Moel/David;Injured;Injured;Sick;Injured;'2-0
Angga/David;Wirawan/Dennis;Injured;Sick;Injured;Sick;'2-1
Dennis/Eka;Arya/Wirawan;Sick;Injured;Sick;Fit;'1-2
David/Moel;Wirawan/Angga;Fit;Recovery;Injured;Sick;'2-1
Angga/Dennis;Wirawan/Wawo;Fit;Injured;Sick;Sick;'2-1
Eka/Wirawan;Dennis/David;Injured;Fit;Sick;Recovery;'2-1
Wawo/Eka;Angga/David;Recovery;Fit;Fit;Injured;'2-1
Eka/Wirawan;Dennis/Wawo;Sick;Sick;Injured;Recovery;'2-0
David/Dennis;Arya/Angga;Fit;Recovery;Recovery;Injured;'2-0
Eka/Arya;David/Moel;Recovery;Sick;Recovery;Fit;'1-2
Moel/Dennis;Eka/Arya;Injured;Sick;Injured;Fit;'2-0
David/Wawo;Dennis/Arya;Fit;Fit;Recovery;Sick;'0-2
David/Wawo;Eka/Arya;Sick;Fit;Recovery;Injured;'2-1
Dennis/Eka;Angga/Wirawan;Sick;Fit;Recovery;Fit;'2-1
David/Angga;Eka/Wawo;Recovery;Fit;Sick;Injured;'2-0
Wawo/Wirawan;Angga/Eka;Sick;Injured;Sick;Recovery;'1-2
Moel/Wawo;Angga/David;Injured;Injured;Sick;Sick;'2-0
Dennis/David;Wirawan/Wawo;Recovery;Injured;Fit;Recovery;'2-0
David/Angga;Wawo/Dennis;Fit;Injured;Sick;Fit;'2-0
Angga/David;Wirawan/Moel;Fit;Sick;Recovery;Recovery;'2-1
Dennis/Wirawan;Moel/Angga;Recovery;Recovery;Recovery;Sick;'2-1
Eka/Moel;Wirawan/Arya;Recovery;Injured;Fit;Injured;'2-1
Arya/Moel;Dennis/Wirawan;Fit;Sick;Sick;Injured;'0-2
Moel/Dennis;David/Angga;Recovery;Sick;Fit;Recovery;'0-2
Wirawan/Dennis;Angga/David;Recovery;Sick;Recovery;Recovery;'0-2
Wawo/Arya;Angga/David;Sick;Injured;Fit;Sick;'2-1
Arya/Wawo;Wirawan/Eka;Fit;Fit;Sick;Fit;'0-2
Eka/Arya;Angga/Wirawan;Injured;Sick;Recovery;Sick;'1-2
Dennis/Arya;Angga/Wirawan;Sick;Injured;Injured;Injured;'2-1
Angga/Dennis;Wirawan/Eka;Injured;Recovery;Injured;Injured;'2-0
Angga/Moel;Wirawan/David;Fit;Fit;Sick;Injured;'2-1
Moel/Angga;Dennis/David;Recovery;Injured;Recovery;Recovery;'1-2
Dennis/Angga;Eka/Arya;Fit;Recovery;Fit;Injured;'1-2
Wawo/Wirawan;Moel/Arya;Recovery;Fit;Sick;Injured;'0-2
David/Moel;Angga/Arya;Injured;Recovery;Sick;Sick;'0-2
Wawo/Dennis;David/Wirawan;Injured;Recovery;Sick;Sick;'2-0
Dennis/Arya;Eka/Moel;Sick;Fit;Sick;Sick;'2-0
Wirawan/Moel;Angga/David;Sick;Sick;Recovery;Injured;'0-2
Moel/Wawo;Eka/Wirawan;Fit;Fit;Fit;Injured;'1-2
Dennis/Eka;Angga/Wirawan;Recovery;Injured;Recovery;Fit;'0-2
Dennis/Moel;Arya/David;Injured;Sick;Fit;Fit;'2-1
Dennis/Angga;Wirawan/Wawo;Fit;Injured;Injured;Recovery;'0-2
Moel/Arya;Angga/Wawo;Injured;Fit;Injured;Injured;'2-1
Wirawan/Moel;David/Eka;Recovery;Fit;Fit;Fit;'0-2
Moel/Angga;Dennis/Arya;Recovery;Injured;Fit;Sick;'1-2
Wirawan/Eka;Dennis/Wawo;Sick;Sick;Injured;Injured;'2-0
Arya/Eka;Wirawan/Moel;Injured;Recovery;Fit;Sick;'2-1
David/Wawo;Wirawan/Moel;Fit;Fit;Injured;Injured;'2-0
Moel/Arya;Wawo/Wirawan;Injured;Recovery;Fit;Injured;'2-1
Wawo/Dennis;Moel/David;Sick;Recovery;Injured;Sick;'2-0
David/Arya;Eka/Angga;Sick;Sick;Sick;Injured;'1-2
Moel/Wirawan;Arya/Eka;Injured;Injured;Fit;Injured;'0-2
Wirawan/Dennis;Moel/David;Injured;Sick;Fit;Injured;'2-1
Arya/Moel;Eka/Angga;Fit;Sick;Injured;Sick;'1-2
Wawo/Dennis;Eka/Moel;Injured;Injured;Recovery;Recovery;'0-2
David/Moel;Eka/Angga;Sick;Recovery;Sick;Fit;'2-1
Wirawan/Moel;Arya/Angga;Fit;Sick;Fit;Fit;'2-0
Eka/Wawo;David/Wirawan;Sick;Recovery;Injured;Recovery;'2-1
Wirawan/Eka;Arya/Dennis;Sick;Recovery;Fit;Fit;'1-2
David/Dennis;Arya/Moel;Fit;Injured;Fit;Injured;'0-2
Angga/David;Moel/Arya;Recovery;Sick;Sick;Fit;'1-2
Arya/Dennis;Wirawan/Wawo;Sick;Recovery;Fit;Sick;'0-2
Moel/Dennis;David/Arya;Injured;Sick;Injured;Injured;'2-1
Angga/David;Eka/Arya;Fit;Fit;Recovery;Fit;'2-1
Arya/Angga;Dennis/David;Injured;Fit;Sick;Recovery;'2-1
Arya/Wawo;Wirawan/David;Injured;Sick;Sick;Injured;'2-1
Wirawan/Arya;Moel/Dennis;Sick;Injured;Sick;Injured;'2-0
Eka/David;Arya/Wirawan;Injured;Fit;Sick;Sick;'2-0
Angga/Moel;Eka/Wirawan;Fit;Recovery;Recovery;Injured;'1-2
Wirawan/Arya;Dennis/Angga;Sick;Fit;Injured;Recovery;'1-2
Arya/Dennis;Wawo/David;Recovery;Recovery;Recovery;Injured;'0-2
Dennis/Eka;Angga/Arya;Sick;Fit;Sick;Fit;'2-1
Moel/Dennis;Wawo/Angga;Fit;Sick;Sick;Injured;'2-1
Wirawan/Arya;Moel/Dennis;Injured;Sick;Injured;Sick;'2-1
Arya/David;Moel/Wirawan;Sick;Sick;Sick;Sick;'2-0
David/Eka;Angga/Wirawan;Sick;Recovery;Injured;Recovery;'1-2
Angga/Arya;Wirawan/Wawo;Fit;Injured;Sick;Recovery;'2-1
Dennis/Wirawan;David/Arya;Fit;Injured;Sick;Fit;'2-1
Wirawan/Arya;Dennis/Moel;Recovery;Injured;Recovery;Sick;'2-1
Wawo/Wirawan;Dennis/Arya;Recovery;Recovery;Injured;Recovery;'0-2
Angga/Wawo;Wirawan/Dennis;Recovery;Sick;Injured;Fit;'2-0
Eka/Dennis;Wirawan/Moel;Sick;Injured;Sick;Sick;'1-2
Wirawan/Angga;Dennis/David;Injured;Sick;Sick;Injured;'2-1
Wirawan/Eka;Angga/David;Fit;Injured;Recovery;Sick;'0-2
Wirawan/Arya;Eka/Wawo;Sick;Recovery;Fit;Injured;'1-2
Wawo/Dennis;Eka/Wirawan;Injured;Injured;Sick;Recovery;'2-1
Angga/Moel;Dennis/Arya;Sick;Injured;Recovery;Fit;'0-2
Eka/Dennis;David/Arya;Injured;Recovery;Recovery;Sick;'2-0
Eka/David;Moel/Dennis;Injured;Injured;Sick;Fit;'2-0
Eka/Angga;David/Wirawan;Sick;Sick;Fit;Injured;'2-1
Eka/Wawo;Wirawan/Arya;Fit;Sick;Injured;Fit;'2-1
Dennis/Moel;Arya/David;Fit;Injured;Sick;Injured;'2-0
Wawo/Eka;Arya/David;Recovery;Recovery;Recovery;Sick;'2-0
Wawo/Arya;Wirawan/David;Sick;Sick;Injured;Fit;'2-0
Arya/Angga;Moel/Dennis;Sick;Fit;Fit;Fit;'0-2
Arya/David;Wawo/Wirawan;Sick;Recovery;Sick;Injured;'2-0
Wawo/David;Arya/Eka;Sick;Injured;Fit;Recovery;'1-2
Angga/Wirawan;Moel/Dennis;Injured;Fit;Sick;Sick;'2-0
Eka/Angga;Wawo/Wirawan;Recovery;Recovery;Fit;Sick;'2-1
Wawo/Angga;David/Wirawan;Sick;Sick;Fit;Injured;'0-2
Eka/Angga;Dennis/Moel;Injured;Injured;Recovery;Recovery;'0-2
Eka/David;Wirawan/Angga;Recovery;Sick;Sick;Injured;'1-2
Arya/Moel;Dennis/Eka;Fit;Fit;Injured;Fit;'1-2
Wirawan/Arya;Moel/Dennis;Recovery;Recovery;Injured;Injured;'1-2
Moel/Eka;Dennis/David;Sick;Injured;Injured;Sick;'0-2
Angga/Eka;Wirawan/Moel;Sick;Fit;Fit;Recovery;'2-0
Wirawan/Arya;Angga/Eka;Fit;Fit;Fit;Injured;'1-2
Angga/Wawo;Arya/Dennis;Fit;Sick;Recovery;Sick;'2-0
